Session_ID,Customer_ID,Vehicle_ID,Station_ID,Session_Start,Duration_Minutes,Energy_kWh,Tariff_per_kWh,Revenue,Charger_Type,Payment_Method,Weather,Traffic
CS000216,CU00057,V00057,S033,2025-02-07 11:31,110,13.21,8.5,112.29,DC Ultra Fast 120kW,Wallet,Cloudy,Low
CS000217,CU02388,V02388,S009,2025-01-16 21:33,31,50.53,11.5,581.1,DC Fast 60kW,Credit Card,Clear,Medium
CS000218,CU02209,V02209,S016,2025-06-16 17:00,100,13.81,10.0,138.1,AC Slow,Wallet,Cloudy,Medium
CS000219,CU01898,V01898,S029,2025-03-27 02:40,99,15.52,11.5,178.48,DC Ultra Fast 120kW,Debit Card,Clear,Medium
CS000220,CU01722,V01722,S033,2025-02-09 04:02,66,19.77,9.0,177.93,DC Ultra Fast 120kW,Credit Card,Hot,High
CS000221,CU01360,V01360,S042,2025-03-08 05:13,49,25.59,10.0,255.9,DC Ultra Fast 120kW,Credit Card,Cloudy,Low
CS000222,CU00922,V00922,S036,2025-01-28 01:28,33,36.71,11.5,422.17,DC Fast 60kW,Wallet,Clear,Medium
CS000223,CU00355,V00355,S015,2025-06-21 14:54,34,57.58,12.0,690.96,DC Fast 60kW,UPI,Cloudy,Medium
CS000224,CU00026,V00026,S030,2025-03-14 03:02,72,43.75,11.5,503.12,AC Fast,Credit Card,Clear,Medium
CS000225,CU02886,V02886,S036,2025-04-01 19:59,55,41.68,9.0,375.12,DC Fast 60kW,Credit Card,Clear,High
CS000226,CU01464,V01464,S040,2025-04-27 12:41,27,8.19,10.0,81.9,AC Fast,Debit Card,Rain,Medium
CS000227,CU01344,V01344,S007,2025-05-30 22:20,79,58.06,9.0,522.54,AC Slow,UPI,Rain,High
CS000228,CU01083,V01083,S001,2025-01-21 12:20,106,63.75,10.0,637.5,DC Ultra Fast 120kW,Credit Card,Hot,Medium
CS000229,CU01672,V01672,S032,2025-01-03 08:14,72,16.63,8.5,141.35,DC Fast 60kW,Wallet,Cloudy,Low
CS000230,CU01742,V01742,S027,2025-05-22 06:14,32,33.5,8.5,284.75,DC Ultra Fast 120kW,Debit Card,Hot,Low
CS000231,CU02052,V02052,S013,2025-03-17 03:38,91,23.3,10.0,233.0,AC Slow,Wallet,Rain,Medium
CS000232,CU01584,V01584,S022,2025-04-25 00:41,75,10.88,8.5,92.48,DC Fast 60kW,UPI,Hot,Low
CS000233,CU00806,V00806,S009,2025-03-25 19:50,58,56.15,12.0,673.8,DC Fast 30kW,Credit Card,Hot,High
CS000234,CU00104,V00104,S036,2025-05-13 12:48,64,10.57,8.5,89.84,DC Fast 30kW,Credit Card,Clear,Low
CS000235,CU02831,V02831,S035,2025-05-12 18:59,99,30.38,9.0,273.42,AC Slow,UPI,Cloudy,High
CS000236,CU00412,V00412,S041,2025-02-06 05:18,66,32.09,8.5,272.77,DC Fast 60kW,UPI,Hot,High
CS000237,CU00742,V00742,S028,2025-03-31 12:18,126,45.24,9.0,407.16,AC Fast,Wallet,Rain,Low
CS000238,CU01691,V01691,S045,2025-02-08 11:50,139,36.4,10.0,364.0,DC Fast 60kW,Credit Card,Rain,High
CS000239,CU00472,V00472,S012,2025-06-06 09:40,41,58.63,11.5,674.25,DC Ultra Fast 120kW,Wallet,Hot,Medium
CS000240,CU02486,V02486,S047,2025-01-24 00:36,105,24.37,10.0,243.7,DC Fast 60kW,Debit Card,Rain,High
CS000241,CU00928,V00928,S047,2025-05-16 02:27,30,31.01,9.0,279.09,AC Fast,Debit Card,Hot,Medium
CS000242,CU00486,V00486,S021,2025-02-24 21:35,75,51.56,12.0,618.72,AC Fast,Wallet,Cloudy,Medium
CS000243,CU00610,V00610,S009,2025-01-14 00:59,112,63.19,8.5,537.12,AC Slow,Debit Card,Rain,Medium
CS000244,CU01453,V01453,S027,2025-04-25 19:20,39,29.33,11.5,337.29,DC Ultra Fast 120kW,UPI,Clear,Low
CS000245,CU01283,V01283,S011,2025-01-06 13:47,32,58.46,8.5,496.91,DC Ultra Fast 120kW,Credit Card,Rain,Medium
CS000246,CU00978,V00978,S014,2025-05-11 11:25,44,58.24,9.0,524.16,AC Fast,Credit Card,Hot,Low
CS000247,CU01457,V01457,S049,2025-05-20 00:26,30,45.66,12.0,547.92,AC Slow,Wallet,Rain,Low
CS000248,CU01325,V01325,S020,2025-06-18 23:04,112,49.77,10.0,497.7,DC Ultra Fast 120kW,Wallet,Cloudy,Low
CS000249,CU00495,V00495,S039,2025-03-04 18:46,47,14.0,8.5,119.0,DC Ultra Fast 120kW,Credit Card,Rain,Medium
CS000250,CU00841,V00841,S023,2025-05-30 04:59,88,32.18,9.0,289.62,DC Ultra Fast 120kW,Wallet,Rain,High
CS000251,CU02425,V02425,S004,2025-03-19 23:36,41,58.21,11.5,669.41,DC Ultra Fast 120kW,Wallet,Cloudy,High
CS000252,CU01679,V01679,S021,2025-02-24 17:23,88,8.15,12.0,97.8,DC Fast 60kW,Credit Card,Cloudy,Low
CS000253,CU01570,V01570,S027,2025-06-16 04:58,37,16.08,12.0,192.96,AC Slow,Wallet,Cloudy,High
CS000254,CU02830,V02830,S012,2025-05-08 02:19,45,40.51,10.0,405.1,DC Fast 30kW,UPI,Hot,Low
CS000255,CU00164,V00164,S027,2025-03-29 05:31,57,30.06,10.0,300.6,AC Fast,UPI,Hot,Medium
CS000256,CU01333,V01333,S007,2025-03-14 17:24,54,25.43,9.0,228.87,AC Fast,Credit Card,Cloudy,Low
CS000257,CU00036,V00036,S035,2025-02-23 19:56,92,37.92,11.5,436.08,DC Fast 60kW,Debit Card,Hot,High
CS000258,CU02057,V02057,S003,2025-04-08 15:19,60,17.58,11.5,202.17,DC Fast 30kW,Credit Card,Hot,High
CS000259,CU02281,V02281,S002,2025-06-10 18:21,123,42.19,11.5,485.18,AC Slow,Credit Card,Cloudy,Medium
CS000260,CU01497,V01497,S023,2025-06-20 14:47,100,15.47,8.5,131.5,DC Fast 30kW,Credit Card,Hot,High
CS000261,CU00165,V00165,S016,2025-05-18 00:38,127,57.07,12.0,684.84,DC Fast 30kW,Wallet,Hot,Medium
CS000262,CU01372,V01372,S050,2025-05-22 07:06,88,48.48,8.5,412.08,DC Fast 60kW,Credit Card,Cloudy,High
CS000263,CU01272,V01272,S035,2025-01-13 13:27,62,51.78,8.5,440.13,DC Ultra Fast 120kW,Credit Card,Hot,Medium
CS000264,CU01574,V01574,S020,2025-02-13 09:50,125,30.15,8.5,256.27,AC Fast,Credit Card,Cloudy,Medium
CS000265,CU00125,V00125,S006,2025-05-21 05:21,106,35.76,12.0,429.12,AC Slow,Credit Card,Cloudy,High
CS000266,CU00664,V00664,S044,2025-02-18 22:27,76,17.78,12.0,213.36,DC Ultra Fast 120kW,Credit Card,Hot,Medium
CS000267,CU02835,V02835,S042,2025-01-27 22:38,118,11.9,11.5,136.85,AC Fast,Wallet,Cloudy,High
CS000268,CU00616,V00616,S028,2025-05-09 12:58,116,12.14,12.0,145.68,AC Fast,Debit Card,Rain,Medium
CS000269,CU01871,V01871,S003,2025-02-03 07:28,60,54.12,10.0,541.2,DC Ultra Fast 120kW,Debit Card,Rain,High
CS000270,CU01326,V01326,S027,2025-06-05 03:36,84,35.16,10.0,351.6,DC Ultra Fast 120kW,Credit Card,Clear,High
CS000271,CU00999,V00999,S013,2025-03-24 14:10,30,42.18,8.5,358.53,AC Slow,Credit Card,Hot,Medium
CS000272,CU00827,V00827,S005,2025-04-19 02:45,20,64.78,9.0,583.02,DC Ultra Fast 120kW,Debit Card,Hot,Medium
CS000273,CU00993,V00993,S003,2025-06-21 17:04,24,38.1,10.0,381.0,AC Fast,Debit Card,Cloudy,Low
CS000274,CU00551,V00551,S011,2025-01-22 10:23,100,54.56,8.5,463.76,DC Ultra Fast 120kW,Credit Card,Hot,Low
CS000275,CU00174,V00174,S022,2025-06-17 08:34,126,63.21,10.0,632.1,DC Ultra Fast 120kW,UPI,Cloudy,High
CS000276,CU00378,V00378,S006,2025-04-26 05:42,43,59.21,8.5,503.29,DC Fast 60kW,Wallet,Clear,Medium
CS000277,CU02784,V02784,S019,2025-02-27 08:35,73,56.57,8.5,480.85,AC Fast,Debit Card,Hot,Low
CS000278,CU02098,V02098,S011,2025-01-17 06:34,64,30.94,9.0,278.46,DC Ultra Fast 120kW,Debit Card,Hot,Medium
CS000279,CU01989,V01989,S001,2025-03-15 10:32,28,62.97,10.0,629.7,AC Slow,Debit Card,Rain,Medium
CS000280,CU01755,V01755,S049,2025-04-09 11:26,58,33.95,11.5,390.43,AC Fast,Credit Card,Clear,High
CS000281,CU00866,V00866,S012,2025-01-11 17:47,62,45.4,9.0,408.6,AC Slow,Debit Card,Clear,Medium
CS000282,CU02737,V02737,S024,2025-03-14 11:16,69,41.97,11.5,482.65,DC Fast 30kW,Credit Card,Rain,High
CS000283,CU00135,V00135,S039,2025-01-11 08:23,49,51.53,10.0,515.3,DC Ultra Fast 120kW,Wallet,Clear,High
CS000284,CU02100,V02100,S040,2025-01-10 04:54,107,38.02,10.0,380.2,AC Fast,Wallet,Rain,Low
CS000285,CU00277,V00277,S045,2025-01-31 14:19,24,9.68,9.0,87.12,DC Fast 60kW,Credit Card,Cloudy,Low
CS000286,CU00513,V00513,S003,2025-06-11 00:40,35,53.44,11.5,614.56,AC Fast,Credit Card,Hot,Medium
CS000287,CU01402,V01402,S020,2025-04-20 05:11,41,16.55,10.0,165.5,AC Fast,UPI,Clear,Medium
CS000288,CU01546,V01546,S002,2025-06-12 10:00,50,54.52,12.0,654.24,DC Ultra Fast 120kW,Debit Card,Hot,Low
CS000289,CU00070,V00070,S016,2025-06-11 16:58,128,41.21,12.0,494.52,DC Fast 60kW,Wallet,Clear,High
CS000290,CU00099,V00099,S003,2025-03-12 14:17,130,52.03,9.0,468.27,DC Fast 60kW,UPI,Hot,Low
CS000291,CU02894,V02894,S029,2025-02-08 14:29,128,12.09,9.0,108.81,AC Fast,UPI,Cloudy,High
CS000292,CU02554,V02554,S018,2025-01-28 21:03,127,51.01,12.0,612.12,DC Fast 60kW,UPI,Clear,High
CS000293,CU00120,V00120,S040,2025-04-12 10:41,136,42.29,8.5,359.46,AC Slow,Credit Card,Rain,High
CS000294,CU01214,V01214,S029,2025-01-27 19:38,106,34.51,9.0,310.59,DC Fast 30kW,Credit Card,Hot,Medium
CS000295,CU01020,V01020,S034,2025-03-27 06:00,72,56.46,8.5,479.91,AC Slow,Debit Card,Clear,Low
CS000296,CU02968,V02968,S049,2025-04-05 22:47,128,16.11,8.5,136.94,DC Ultra Fast 120kW,Wallet,Rain,Low
CS000297,CU00458,V00458,S002,2025-04-28 09:36,91,31.45,10.0,314.5,DC Ultra Fast 120kW,Credit Card,Hot,High
CS000298,CU02043,V02043,S048,2025-06-06 12:41,139,23.77,9.0,213.93,AC Fast,UPI,Clear,Medium
CS000299,CU00384,V00384,S037,2025-01-28 16:23,130,14.26,11.5,163.99,AC Fast,UPI,Cloudy,High
CS000300,CU01393,V01393,S042,2025-02-25 15:07,98,34.75,11.5,399.62,AC Slow,Credit Card,Rain,Low
CS000301,CU01979,V01979,S030,2025-04-20 07:19,115,30.98,8.5,263.33,DC Ultra Fast 120kW,UPI,Rain,High
CS000302,CU00480,V00480,S043,2025-01-19 01:49,22,20.12,11.5,231.38,DC Fast 60kW,Wallet,Rain,Medium
CS000303,CU01755,V01755,S023,2025-04-21 17:55,101,62.27,9.0,560.43,AC Fast,Debit Card,Clear,Low
CS000304,CU01281,V01281,S013,2025-02-13 21:06,34,44.63,9.0,401.67,AC Slow,Debit Card,Hot,Medium
CS000305,CU00433,V00433,S041,2025-03-15 07:50,111,35.95,9.0,323.55,AC Fast,Debit Card,Cloudy,Medium
CS000306,CU02742,V02742,S005,2025-03-17 15:50,91,15.77,9.0,141.93,AC Fast,Debit Card,Hot,Low
CS000307,CU02896,V02896,S033,2025-06-21 09:11,86,50.65,12.0,607.8,DC Fast 60kW,UPI,Rain,High
CS000308,CU02621,V02621,S017,2025-02-03 19:20,41,23.16,11.5,266.34,DC Fast 30kW,Credit Card,Hot,High
CS000309,CU01757,V01757,S004,2025-02-08 11:11,73,59.16,8.5,502.86,DC Fast 30kW,Credit Card,Cloudy,High
CS000310,CU00755,V00755,S050,2025-05-27 10:30,68,25.12,9.0,226.08,DC Ultra Fast 120kW,Wallet,Rain,Medium
CS000311,CU01751,V01751,S005,2025-06-19 02:35,92,58.88,10.0,588.8,AC Fast,Wallet,Hot,Medium
CS000312,CU00370,V00370,S045,2025-05-11 01:54,29,25.73,11.5,295.89,DC Ultra Fast 120kW,Debit Card,Rain,Low
CS000313,CU00085,V00085,S018,2025-02-16 23:44,79,43.76,12.0,525.12,DC Fast 60kW,UPI,Hot,High
CS000314,CU02584,V02584,S018,2025-06-28 18:25,52,37.94,12.0,455.28,AC Slow,Debit Card,Rain,Medium
CS000315,CU01001,V01001,S012,2025-04-13 00:45,72,33.42,11.5,384.33,AC Fast,Debit Card,Rain,Low
CS000316,CU00018,V00018,S016,2025-04-16 13:42,113,37.81,10.0,378.1,DC Fast 60kW,Debit Card,Hot,High
CS000317,CU00277,V00277,S003,2025-03-08 16:21,90,64.66,8.5,549.61,DC Ultra Fast 120kW,Debit Card,Clear,Medium
CS000318,CU01175,V01175,S032,2025-01-07 00:49,49,58.37,10.0,583.7,DC Ultra Fast 120kW,Credit Card,Rain,Low
CS000319,CU02095,V02095,S047,2025-04-19 09:35,103,10.91,8.5,92.73,DC Ultra Fast 120kW,Credit Card,Rain,High
CS000320,CU00385,V00385,S031,2025-05-25 04:55,22,12.4,9.0,111.6,DC Fast 30kW,Credit Card,Rain,Medium
CS000321,CU01282,V01282,S003,2025-01-30 23:13,114,27.75,12.0,333.0,DC Fast 30kW,Wallet,Hot,Medium
CS000322,CU01533,V01533,S004,2025-02-15 18:30,107,51.02,9.0,459.18,DC Fast 60kW,Credit Card,Clear,High
CS000323,CU01977,V01977,S005,2025-06-17 00:00,93,35.43,10.0,354.3,DC Fast 60kW,Wallet,Clear,Low
CS000324,CU02896,V02896,S041,2025-06-26 13:14,116,19.62,10.0,196.2,DC Ultra Fast 120kW,Debit Card,Rain,High
CS000325,CU02807,V02807,S030,2025-05-12 16:49,138,20.84,11.5,239.66,DC Fast 30kW,Debit Card,Clear,Medium
CS000326,CU02668,V02668,S036,2025-05-16 11:45,21,21.78,10.0,217.8,DC Fast 30kW,Credit Card,Hot,High
CS000327,CU02866,V02866,S044,2025-01-04 19:38,137,14.79,9.0,133.11,DC Fast 30kW,Credit Card,Clear,Low
CS000328,CU00121,V00121,S032,2025-02-16 10:19,84,29.09,9.0,261.81,DC Ultra Fast 120kW,UPI,Hot,Low
CS000329,CU02919,V02919,S019,2025-04-08 14:58,85,46.46,9.0,418.14,DC Fast 30kW,Debit Card,Hot,High
CS000330,CU01541,V01541,S019,2025-02-24 22:14,114,34.35,11.5,395.03,AC Fast,Wallet,Cloudy,Low
CS000331,CU01877,V01877,S003,2025-02-19 05:46,48,29.83,9.0,268.47,DC Fast 30kW,UPI,Rain,Low
CS000332,CU02670,V02670,S049,2025-02-14 00:40,25,30.31,11.5,348.56,DC Fast 30kW,Wallet,Hot,High
CS000333,CU00503,V00503,S043,2025-01-29 06:59,64,37.7,12.0,452.4,DC Ultra Fast 120kW,UPI,Rain,Low
CS000334,CU02391,V02391,S038,2025-04-08 17:53,85,11.74,11.5,135.01,AC Fast,UPI,Hot,Low
CS000335,CU02426,V02426,S016,2025-06-14 01:18,110,41.69,9.0,375.21,AC Fast,UPI,Cloudy,Low
CS000336,CU00958,V00958,S003,2025-02-12 05:23,99,41.79,10.0,417.9,DC Fast 30kW,Credit Card,Cloudy,Low
CS000337,CU02942,V02942,S035,2025-01-02 06:57,122,45.42,12.0,545.04,AC Slow,Wallet,Rain,High
CS000338,CU00733,V00733,S030,2025-05-08 00:48,31,22.52,8.5,191.42,AC Slow,Credit Card,Cloudy,Medium
CS000339,CU01066,V01066,S050,2025-04-08 01:47,119,47.87,8.5,406.89,AC Fast,Wallet,Hot,Medium
CS000340,CU00157,V00157,S001,2025-03-10 16:08,108,64.35,12.0,772.2,DC Ultra Fast 120kW,Credit Card,Cloudy,Low
CS000341,CU00127,V00127,S037,2025-05-27 09:51,48,50.29,10.0,502.9,DC Fast 60kW,Wallet,Hot,Medium
CS000342,CU00220,V00220,S045,2025-04-23 11:39,122,32.99,11.5,379.39,DC Ultra Fast 120kW,Wallet,Rain,Low
CS000343,CU01655,V01655,S013,2025-02-25 17:49,24,23.84,8.5,202.64,DC Fast 60kW,UPI,Cloudy,Medium
CS000344,CU00508,V00508,S017,2025-05-16 12:07,42,20.4,10.0,204.0,DC Fast 30kW,UPI,Clear,Medium
CS000345,CU01703,V01703,S043,2025-02-22 10:28,48,41.55,11.5,477.82,DC Fast 60kW,UPI,Cloudy,Low
CS000346,CU00155,V00155,S038,2025-01-04 08:39,44,40.91,12.0,490.92,AC Slow,Wallet,Cloudy,Low
CS000347,CU01669,V01669,S024,2025-02-24 05:05,109,47.69,8.5,405.37,AC Slow,UPI,Hot,Medium
CS000348,CU01188,V01188,S027,2025-04-13 15:36,39,53.94,10.0,539.4,AC Fast,Wallet,Hot,High
CS000349,CU01227,V01227,S035,2025-02-04 16:49,27,53.77,12.0,645.24,DC Fast 60kW,Debit Card,Clear,Medium
CS000350,CU01014,V01014,S024,2025-04-22 23:25,48,52.82,10.0,528.2,AC Fast,Wallet,Cloudy,Medium
CS000351,CU02959,V02959,S036,2025-04-05 03:27,50,30.66,9.0,275.94,DC Fast 30kW,Credit Card,Rain,Low
CS000352,CU00087,V00087,S024,2025-05-01 01:52,26,49.4,10.0,494.0,AC Fast,UPI,Hot,Medium
CS000353,CU02436,V02436,S046,2025-06-02 18:29,122,16.62,12.0,199.44,DC Fast 30kW,UPI,Hot,Low
CS000354,CU00640,V00640,S044,2025-02-27 17:45,104,32.59,9.0,293.31,AC Fast,Debit Card,Hot,Low
CS000355,CU00593,V00593,S027,2025-05-15 18:38,81,40.92,9.0,368.28,DC Ultra Fast 120kW,Wallet,Cloudy,High
CS000356,CU00790,V00790,S005,2025-05-06 09:32,104,52.95,12.0,635.4,AC Fast,UPI,Cloudy,Low
CS000357,CU01609,V01609,S002,2025-03-30 08:59,102,38.53,11.5,443.1,DC Ultra Fast 120kW,UPI,Clear,Medium
CS000358,CU00500,V00500,S024,2025-01-16 20:33,111,17.91,8.5,152.24,DC Fast 60kW,UPI,Clear,Medium
CS000359,CU00463,V00463,S021,2025-01-08 13:16,111,46.95,12.0,563.4,AC Slow,UPI,Cloudy,Low
CS000360,CU00392,V00392,S028,2025-04-18 20:10,137,55.92,12.0,671.04,DC Fast 60kW,UPI,Cloudy,Low
CS000361,CU01447,V01447,S038,2025-02-25 22:45,86,13.8,10.0,138.0,AC Slow,UPI,Rain,Low
CS000362,CU01419,V01419,S044,2025-04-30 22:51,110,38.57,12.0,462.84,DC Fast 30kW,Debit Card,Hot,Low
CS000363,CU02141,V02141,S013,2025-06-27 16:16,72,50.92,12.0,611.04,DC Ultra Fast 120kW,Debit Card,Clear,High
CS000364,CU01610,V01610,S022,2025-04-19 13:37,79,44.85,9.0,403.65,DC Fast 30kW,UPI,Cloudy,Medium
CS000365,CU01237,V01237,S022,2025-04-18 09:22,58,51.9,10.0,519.0,AC Fast,UPI,Clear,Medium
CS000366,CU02824,V02824,S026,2025-01-27 23:44,41,45.87,9.0,412.83,DC Fast 60kW,UPI,Rain,Low
CS000367,CU01918,V01918,S010,2025-04-04 17:21,36,29.52,12.0,354.24,AC Slow,UPI,Hot,Low
CS000368,CU02428,V02428,S031,2025-02-21 18:52,57,19.35,10.0,193.5,DC Fast 30kW,Credit Card,Rain,Low
CS000369,CU01730,V01730,S001,2025-06-17 16:40,60,44.84,9.0,403.56,DC Fast 60kW,Credit Card,Rain,Low
CS000370,CU02743,V02743,S041,2025-01-31 15:06,139,30.4,8.5,258.4,DC Fast 30kW,Wallet,Clear,Low
CS000371,CU00713,V00713,S001,2025-04-24 09:45,119,20.15,11.5,231.72,DC Fast 30kW,UPI,Rain,Low
CS000372,CU02720,V02720,S028,2025-01-02 03:14,99,25.08,12.0,300.96,AC Slow,Credit Card,Clear,Low
CS000373,CU00457,V00457,S021,2025-01-28 20:05,39,32.6,8.5,277.1,AC Fast,Credit Card,Rain,High
CS000374,CU00760,V00760,S030,2025-04-05 01:52,73,21.01,10.0,210.1,AC Slow,Debit Card,Rain,Low
CS000375,CU02296,V02296,S030,2025-06-20 14:19,138,10.63,12.0,127.56,AC Fast,Wallet,Hot,Medium
CS000376,CU01113,V01113,S004,2025-01-08 21:59,20,23.93,9.0,215.37,DC Fast 30kW,Credit Card,Clear,Medium
CS000377,CU00854,V00854,S029,2025-02-07 03:58,122,40.98,10.0,409.8,AC Fast,Credit Card,Cloudy,Low
CS000378,CU01849,V01849,S005,2025-04-06 17:13,98,48.74,10.0,487.4,DC Fast 30kW,Debit Card,Hot,Low
CS000379,CU01528,V01528,S004,2025-05-09 11:51,109,43.83,8.5,372.56,DC Fast 30kW,Wallet,Cloudy,Medium
CS000380,CU01530,V01530,S013,2025-04-03 06:30,73,22.87,11.5,263.0,DC Ultra Fast 120kW,UPI,Cloudy,Low
CS000381,CU00583,V00583,S016,2025-02-01 18:38,76,37.39,8.5,317.81,AC Fast,Credit Card,Rain,Medium
CS000382,CU02874,V02874,S003,2025-03-05 16:08,27,20.0,12.0,240.0,AC Fast,Debit Card,Clear,Low
CS000383,CU02179,V02179,S027,2025-05-05 18:28,40,47.44,10.0,474.4,DC Ultra Fast 120kW,Wallet,Rain,Medium
CS000384,CU02727,V02727,S006,2025-05-22 07:19,64,12.56,12.0,150.72,DC Ultra Fast 120kW,Debit Card,Hot,Medium
CS000385,CU00679,V00679,S002,2025-06-15 06:01,128,44.87,10.0,448.7,DC Ultra Fast 120kW,Credit Card,Hot,Medium
CS000386,CU02586,V02586,S022,2025-01-22 19:41,66,40.2,11.5,462.3,DC Fast 60kW,Debit Card,Hot,Medium
CS000387,CU01767,V01767,S006,2025-05-28 16:51,30,17.23,11.5,198.15,DC Ultra Fast 120kW,Wallet,Clear,Medium
CS000388,CU01143,V01143,S037,2025-01-11 08:04,71,19.95,8.5,169.57,DC Fast 30kW,Credit Card,Cloudy,High
CS000389,CU00120,V00120,S007,2025-01-31 23:34,21,25.29,11.5,290.83,DC Fast 30kW,UPI,Hot,Medium
CS000390,CU01950,V01950,S034,2025-03-21 06:00,52,36.76,8.5,312.46,DC Fast 30kW,Credit Card,Cloudy,Medium
CS000391,CU02002,V02002,S024,2025-05-19 16:57,139,45.99,8.5,390.92,DC Fast 30kW,Credit Card,Hot,Low
CS000392,CU00221,V00221,S046,2025-02-03 17:20,123,24.11,12.0,289.32,DC Fast 30kW,UPI,Rain,Medium
CS000393,CU01113,V01113,S001,2025-01-14 13:37,49,13.25,10.0,132.5,AC Slow,Wallet,Clear,Medium
CS000394,CU02880,V02880,S041,2025-06-13 20:44,122,56.64,9.0,509.76,DC Fast 60kW,UPI,Hot,High
CS000395,CU01168,V01168,S042,2025-02-11 18:59,56,29.97,12.0,359.64,AC Fast,Wallet,Rain,Low
CS000396,CU01790,V01790,S037,2025-06-29 04:37,77,10.46,12.0,125.52,DC Fast 60kW,Wallet,Hot,Low
CS000397,CU00673,V00673,S004,2025-06-08 20:41,31,15.97,10.0,159.7,AC Slow,Credit Card,Rain,Low
CS000398,CU00197,V00197,S022,2025-01-28 01:50,96,27.82,12.0,333.84,DC Fast 30kW,Debit Card,Hot,Low
CS000399,CU01752,V01752,S020,2025-02-09 13:23,119,34.09,12.0,409.08,DC Ultra Fast 120kW,UPI,Hot,High
CS000400,CU01116,V01116,S024,2025-05-01 20:49,125,29.62,12.0,355.44,AC Fast,Wallet,Cloudy,Medium
CS000401,CU01197,V01197,S003,2025-06-13 00:21,26,29.51,10.0,295.1,AC Slow,Credit Card,Cloudy,Medium
CS000402,CU02663,V02663,S021,2025-02-22 05:32,39,21.14,10.0,211.4,AC Fast,Credit Card,Cloudy,Low
CS000403,CU00372,V00372,S006,2025-04-17 22:02,115,62.18,10.0,621.8,AC Fast,Debit Card,Hot,Medium
CS000404,CU02120,V02120,S023,2025-06-15 12:34,71,26.69,11.5,306.94,DC Fast 30kW,Credit Card,Clear,Low
CS000405,CU01051,V01051,S028,2025-01-19 00:38,23,64.22,10.0,642.2,DC Ultra Fast 120kW,Credit Card,Hot,Medium
CS000406,CU02369,V02369,S037,2025-05-22 01:37,55,14.07,12.0,168.84,DC Fast 30kW,Debit Card,Hot,Low
CS000407,CU02634,V02634,S021,2025-05-23 18:53,82,20.17,11.5,231.96,DC Ultra Fast 120kW,Wallet,Clear,Low
CS000408,CU01014,V01014,S028,2025-03-12 14:38,41,44.2,8.5,375.7,AC Fast,Credit Card,Cloudy,Medium
CS000409,CU01358,V01358,S027,2025-05-31 13:16,62,25.05,12.0,300.6,DC Ultra Fast 120kW,Wallet,Clear,Low
CS000410,CU02080,V02080,S006,2025-04-20 16:55,71,56.76,9.0,510.84,AC Fast,Wallet,Cloudy,High
CS000411,CU01800,V01800,S014,2025-02-13 01:01,53,51.9,9.0,467.1,AC Fast,Debit Card,Rain,High
CS000412,CU01556,V01556,S003,2025-01-25 08:45,78,13.21,9.0,118.89,AC Fast,UPI,Cloudy,High
CS000413,CU00062,V00062,S034,2025-05-26 12:24,21,63.31,9.0,569.79,AC Fast,Debit Card,Hot,Low
CS000414,CU02346,V02346,S011,2025-03-27 04:03,110,18.17,9.0,163.53,DC Ultra Fast 120kW,Debit Card,Rain,Low
CS000415,CU02150,V02150,S041,2025-03-30 20:19,115,62.43,9.0,561.87,DC Ultra Fast 120kW,Wallet,Cloudy,Medium
CS000416,CU01954,V01954,S006,2025-01-06 15:07,75,41.35,10.0,413.5,DC Ultra Fast 120kW,Debit Card,Hot,Medium
CS000417,CU02268,V02268,S050,2025-02-23 04:15,95,24.29,11.5,279.33,AC Slow,UPI,Hot,High
CS000418,CU02762,V02762,S037,2025-02-08 09:57,121,57.43,8.5,488.15,DC Fast 30kW,Debit Card,Rain,Low
CS000419,CU02396,V02396,S038,2025-04-06 14:37,56,63.69,8.5,541.37,DC Fast 60kW,Credit Card,Rain,High
CS000420,CU00309,V00309,S050,2025-05-12 16:35,103,46.42,11.5,533.83,AC Fast,UPI,Hot,Medium
CS000421,CU01891,V01891,S013,2025-06-06 04:40,135,38.49,8.5,327.17,DC Fast 30kW,UPI,Clear,Low
CS000422,CU01793,V01793,S046,2025-01-03 08:40,20,37.0,10.0,370.0,DC Ultra Fast 120kW,Credit Card,Cloudy,High
CS000423,CU00712,V00712,S031,2025-04-15 16:05,32,37.51,9.0,337.59,DC Fast 60kW,Wallet,Hot,Low
CS000424,CU00589,V00589,S019,2025-03-21 12:44,64,30.5,12.0,366.0,DC Ultra Fast 120kW,Debit Card,Rain,Low
CS000425,CU01481,V01481,S018,2025-03-29 01:29,97,29.04,8.5,246.84,AC Fast,Credit Card,Rain,Low
CS000426,CU00969,V00969,S026,2025-05-22 16:28,43,17.35,10.0,173.5,DC Fast 30kW,Debit Card,Rain,Low
CS000427,CU01003,V01003,S007,2025-02-15 11:02,115,59.92,8.5,509.32,AC Fast,Credit Card,Rain,High
CS000428,CU00473,V00473,S031,2025-01-19 02:52,80,18.88,11.5,217.12,AC Fast,Debit Card,Cloudy,High
CS000429,CU00439,V00439,S035,2025-01-19 00:07,106,19.95,9.0,179.55,DC Fast 30kW,Credit Card,Cloudy,Medium
CS000430,CU02544,V02544,S006,2025-03-18 22:32,54,15.06,12.0,180.72,AC Slow,Credit Card,Rain,Low
CS000431,CU02370,V02370,S003,2025-05-13 06:11,41,24.41,11.5,280.71,AC Fast,Wallet,Cloudy,Low
